"id","cate_id","food_name","alias_name","english_name","edible_part","water","energy","protein","fat","cholesterol","ash","carbohydrate","dietary_fiber","carotene","vitamin_a","vitamin_e","thiamin","riboflavin","niacin","vitamin_c","calcium","phosphorus","potassium","sodium","magnesium","iron","zinc","selenium","copper","manganese","iodine","sfa","mufa","pufa","fatty_acids_total"
"490","49","荠菜[蓟菜，菱角菜](鲜)","","","88%","90.6g","144kJ","2.9g","0.4g","","1.4g","4.7g","","2590.0μg","","—","0.04mg","0.15mg","0.60mg","43.0mg","294mg","81mg","280mg","31.6mg","37mg","5.4mg","0.68mg","0.50μg","0.29mg","0.65mg","","—","—","—","—"
"491","49","莴笋[莴苣](鲜)","","","62%","95.5g","68kJ","1.0g","0.1g","","0.6g","2.8g","","150.0μg","","—","0.02mg","0.02mg","0.50mg","4.0mg","23mg","48mg","212mg","36.5mg","19mg","0.9mg","0.33mg","0.50μg","0.07mg","0.19mg","","—","—","—","—"
"492","49","莴笋叶[莴苣叶]","","","89%","94.2g","92kJ","1.4g","0.2g","","0.6g","3.6g","","880.0μg","","—","0.06mg","0.10mg","0.40mg","13.0mg","34mg","26mg","148mg","39.1mg","19mg","1.5mg","0.51mg","0.80μg","0.09mg","0.26mg","","—","—","—","—"
"493","49","蕹菜[空心菜，藤藤菜]","","","76%","92.9g","110kJ","2.2g","0.3g","","1.0g","3.6g","","1520.0μg","","—","0.03mg","0.08mg","0.80mg","25.0mg","99mg","38mg","243mg","94.3mg","29mg","2.3mg","0.39mg","1.20μg","0.10mg","0.67mg","","—","—","—","—"
"494","49","番杏[新西兰菠菜、夏菠菜]","","","100%","94.0g","60kJ","1.8g","0.1g","—","1.2g","2.9g","2.60g","628.0μg","0.0μg","0.20mg","0.03mg","0.09mg","0.23mg","Tr","136mg","25mg","107mg","445.2mg","38mg","0.8mg","0.36mg","0.30μg","0.04mg","0.76mg","0.9μg","—","—","—","—"
"495","49","樱桃萝卜缨","","","100%","94.0g","59kJ","2.0g","0.1g","—","1.2g","2.7g","2.70g","1440.0μg","0.0μg","1.40mg","0.04mg","0.09mg","0.26mg","14.0mg","56mg","50mg","126mg","111.3mg","45mg","3.9mg","0.40mg","0.60μg","0.03mg","0.51mg","—","—","—","—","—"
"496","49","白凤菜","","","100%","93.4g","66kJ","1.6g","","—","1.0g","4.0g","3.20g","1066.0μg","0.0μg","0.10mg","0.03mg","0.06mg","0.77mg","6.0mg","41mg","29mg","192mg","152.0mg","63mg","1.8mg","0.23mg","0.80μg","0.09mg","0.70mg","—","—","—","—","—"
"497","49","紫背天葵[红风菜、血皮菜]","","","100%","93.1g","74kJ","1.9g","","—","1.2g","3.8g","2.60g","1847.0μg","0.0μg","—","0.05mg","0.08mg","0.27mg","3.0mg","69mg","31mg","367mg","19.3mg","72mg","0.8mg","0.37mg","0.90μg","0.09mg","0.80mg","—","—","—","—","—"
"498","49","观达菜[根达菜、牛皮菜]","","","100%","91.8g","120kJ","1.9g","0.3g","—","1.5g","4.5g","","470.0μg","0.0μg","—","0.01mg","0.24mg","—","6.4mg","76mg","17mg","290mg","220.0mg","64mg","1.3mg","0.18mg","1.40μg","0.02mg","0.48mg","—","—","—","—","—"
"499","49","竹笋(鲜)","","","63%","92.8g","113kJ","2.6g","0.2g","","0.8g","3.6g","","","","—","0.08mg","0.08mg","0.60mg","5.0mg","9mg","64mg","389mg","0.4mg","1mg","0.5mg","0.33mg","0.00μg","0.09mg","1.14mg","","—","—","—","—"
"500","49","白笋(干)","","","64%","10.0g","1561kJ","26.0g","4.0g","","2.9g","57.1g","","10.0μg","","—","","0.32mg","0.20mg","","31mg","222mg","1754mg","0.7mg","22mg","4.2mg","3.30mg","2.30μg","1.94mg","2.20mg","","—","—","—","—"
"501","49","春笋(鲜)","","","66%","91.4g","131kJ","2.4g","0.1g","","1.0g","5.1g","","30.0μg","","—","0.05mg","0.04mg","0.40mg","5.0mg","8mg","36mg","300mg","6.0mg","8mg","2.4mg","0.43mg","0.70μg","0.15mg","0.78mg","","—","—","—","—"
"502","49","冬笋(鲜)","","","39%","88.1g","184kJ","4.1g","0.1g","","1.2g","6.5g","","80.0μg","","—","0.08mg","0.08mg","0.60mg","1.0mg","22mg","56mg","","","","0.1mg","","","","","","—","—","—","—"
"503","49","黑笋(干)","","","76%","14.4g","1366kJ","17.6g","2.4g","","8.1g","57.5g","","","","—","","0.41mg","1.90mg","","30mg","426mg","115mg","6.2mg","82mg","18.9mg","7.60mg","4.20μg","1.30mg","5.43mg","","—","—","—","—"
"504","49","毛笋[毛竹笋](鲜)","","","67%","93.1g","109kJ","2.2g","0.2g","","0.7g","3.8g","","","","—","0.04mg","0.05mg","0.30mg","9.0mg","16mg","34mg","318mg","5.2mg","8mg","0.9mg","0.47mg","0.40μg","0.07mg","0.35mg","","—","—","—","—"
"505","49","玉兰片","","","100%","78.0g","375kJ","2.6g","0.4g","","0.4g","18.6g","","","","—","0.04mg","0.07mg","0.10mg","1.0mg","42mg","29mg","66mg","1.9mg","5mg","3.6mg","0.23mg","","0.04mg","0.54mg","","—","—","—","—"
"506","49","百合(鲜)","","","82%","56.7g","718kJ","3.2g","0.1g","","1.2g","38.8g","","","","—","0.02mg","0.04mg","0.70mg","18.0mg","11mg","61mg","510mg","6.7mg","43mg","1.0mg","0.50mg","0.20μg","0.24mg","0.35mg","","—","—","—","—"
"507","49","百合(干)","","","100%","10.3g","1484kJ","6.7g","0.5g","","3.0g","79.5g","","","","—","0.05mg","0.09mg","0.90mg","","32mg","92mg","344mg","37.3mg","42mg","5.9mg","1.31mg","2.30μg","1.09mg","0.59mg","","7.5%","59.1%","32.8%","99.4%"
"508","49","金针菜[黄花菜]","","","98%","40.3g","975kJ","19.4g","1.4g","","4.0g","34.9g","","1840.0μg","","—","0.05mg","0.21mg","3.10mg","10.0mg","301mg","216mg","610mg","59.2mg","85mg","8.1mg","3.99mg","4.20μg","0.37mg","1.21mg","","—","—","—","—"
"509","49","菊苣","","","100%","93.8g","86kJ","1.3g","0.2g","0mg","1.4g","3.3g","","","","—","0.08mg","0.08mg","0.40mg","7.0mg","52mg","28mg","314mg","22.0mg","15mg","0.8mg","0.79mg","","0.10mg","0.42mg","","—","—","—","—"
"510","49","芦笋[石刁柏，龙须菜]","","","90%","93.0g","111kJ","1.4g","0.1g","","0.6g","4.9g","","100.0μg","","—","0.04mg","0.05mg","0.70mg","45.0mg","10mg","42mg","213mg","3.1mg","10mg","1.4mg","0.41mg","0.20μg","0.07mg","0.17mg","","—","—","—","—"
"511","49","结球菊苣","","","89%","93.8g","72kJ","1.8g","0.2g","—","0.8g","3.4g","2.70g","104.0μg","0.0μg","0.02mg","0.04mg","0.04mg","0.23mg","2.0mg","78mg","53mg","365mg","24.9mg","20mg","0.8mg","0.39mg","0.30μg","0.10mg","0.25mg","—","—","—","—","—"
"512","49","软化白菊苣","","","97%","94.7g","70kJ","1.5g","0.2g","—","0.5g","3.1g","1.70g","14.0μg","0.0μg","0.01mg","0.04mg","0.02mg","0.07mg","1.0mg","11mg","53mg","216mg","33.6mg","20mg","0.2mg","0.24mg","0.20μg","0.06mg","0.14mg","Tr","—","—","—","—"
"513","50","慈菇[乌芋，白地果](鲜)","","","89%","73.6g","424kJ","4.6g","0.2g","","1.7g","19.9g","","","","—","0.14mg","0.07mg","1.60mg","4.0mg","14mg","157mg","707mg","39.1mg","24mg","2.2mg","0.99mg","0.90μg","0.22mg","0.39mg","","—","—","—","—"
"514","50","豆瓣菜[西洋菜，水田芥](鲜)","","","73%","94.5g","93kJ","2.9g","0.5g","","0.6g","1.5g","","9550.0μg","","—","0.01mg","0.11mg","0.30mg","52.0mg","30mg","26mg","179mg","61.2mg","9mg","1.0mg","0.69mg","0.70μg","0.06mg","0.25mg","","—","—","—","—"
"515","50","菱角(老,鲜)[龙角]","","","57%","73.0g","444kJ","4.5g","0.1g","","1.0g","21.4g","","10.0μg","","—","0.19mg","0.06mg","1.50mg","13.0mg","7mg","93mg","437mg","5.8mg","49mg","0.6mg","0.62mg","","0.18mg","0.38mg","","—","—","—","—"
"516","50","藕[莲藕]","","","88%","80.5g","319kJ","1.9g","0.2g","","1.0g","16.4g","","20.0μg","","—","0.09mg","0.03mg","0.30mg","44.0mg","39mg","58mg","243mg","44.2mg","19mg","1.4mg","0.23mg","0.40μg","0.11mg","1.30mg","","—","—","—","—"
"517","50","蒲菜[香蒲，甘蒲，野茭白](鲜)","","","12%","95.0g","65kJ","1.2g","0.1g","","1.3g","2.4g","","10.0μg","","—","0.03mg","0.04mg","0.50mg","6.0mg","53mg","24mg","","","","0.2mg","","","","","","—","—","—","—"
"518","50","水芹菜","","","60%","96.2g","62kJ","1.4g","0.2g","","0.4g","1.8g","","380.0μg","","—","0.01mg","0.19mg","1.00mg","5.0mg","38mg","32mg","212mg","40.9mg","16mg","6.9mg","0.38mg","0.80μg","0.10mg","0.79mg","","—","—","—","—"
"519","50","茭白[茭笋，茭粑](鲜)","","","74%","92.2g","128kJ","1.2g","0.2g","","0.5g","5.9g","","30.0μg","","—","0.02mg","0.03mg","0.50mg","5.0mg","4mg","36mg","209mg","5.8mg","8mg","0.4mg","0.33mg","0.40μg","0.06mg","0.49mg","","—","—","—","—"
"520","50","荸荠[马蹄，地栗](鲜)","","","78%","83.6g","269kJ","1.2g","0.2g","","0.8g","14.2g","","20.0μg","","—","0.02mg","0.02mg","0.70mg","7.0mg","4mg","44mg","306mg","15.7mg","12mg","0.6mg","0.34mg","0.70μg","0.07mg","0.11mg","","—","—","—","—"
"521","50","莼菜(瓶装)[花案菜]","","","100%","94.5g","92kJ","1.4g","0.1g","","0.2g","3.8g","","330.0μg","","—","","0.01mg","0.10mg","","42mg","17mg","2mg","7.9mg","3mg","2.4mg","0.67mg","0.70μg","0.04mg","0.26mg","","—","—","—","—"
"522","51","大薯[参薯](鲜)","","","74%","72.1g","466kJ","2.1g","0.2g","","0.7g","24.9g","","","","—","0.05mg","","0.50mg","","10mg","45mg","","","16mg","0.8mg","0.38mg","0.70μg","0.17mg","","","—","—","—","—"
"523","51","豆薯[凉薯，地瓜，沙葛](鲜)","","","91%","85.2g","247kJ","0.9g","0.1g","","0.4g","13.4g","","","","—","0.03mg","0.03mg","0.30mg","13.0mg","21mg","24mg","111mg","5.5mg","14mg","0.6mg","0.23mg","0.20μg","0.07mg","0.11mg","","—","—","—","—"
"524","51","葛[葛署，粉葛](鲜)","","","90%","60.1g","658kJ","2.2g","0.2g","","1.4g","36.1g","","","","—","0.09mg","0.05mg","","24.0mg","","48mg","","","","1.3mg","","1.20μg","","0.20mg","","—","—","—","—"
"525","51","山药[薯蓣，大薯](鲜)","","","83%","84.8g","251kJ","1.9g","0.2g","","0.7g","12.4g","","20.0μg","","—","0.05mg","0.02mg","0.30mg","5.0mg","16mg","34mg","213mg","18.6mg","20mg","0.3mg","0.27mg","0.60μg","0.24mg","0.12mg","","—","—","—","—"
"526","51","芋头[芋艿，毛芋]","","","84%","78.6g","353kJ","2.2g","0.2g","","0.9g","18.1g","","160.0μg","","—","0.06mg","0.05mg","0.70mg","6.0mg","36mg","55mg","378mg","33.1mg","23mg","1.0mg","0.49mg","1.40μg","0.37mg","0.30mg","","—","—","—","—"
"527","51","槟榔芋(鲜)","","","87%","76.4g","390kJ","3.0g","0.1g","","0.8g","19.7g","","","","—","0.03mg","0.04mg","0.30mg","6.0mg","45mg","33mg","","","25mg","1.4mg","","1.90μg","0.02mg","","","—","—","—","—"
"528","51","姜[黄姜](鲜)","","","95%","87.0g","219kJ","1.3g","0.6g","","0.8g","10.3g","","170.0μg","","—","0.02mg","0.03mg","0.80mg","4.0mg","27mg","25mg","295mg","14.9mg","44mg","1.4mg","0.34mg","0.60μg","0.14mg","3.20mg","","—","—","—","—"
"529","51","姜(干)","","","95%","14.9g","1454kJ","9.1g","5.7g","","6.3g","64.0g","","","","—","","0.10mg","","","62mg","22mg","41mg","9.9mg","","85.0mg","2.30mg","3.10μg","0.96mg","10.65mg","","—","—","—","—"
"530","51","姜(子姜，鲜)[嫩姜]","","","82%","94.5g","97kJ","0.7g","0.6g","","0.5g","3.7g","","","","—","","0.01mg","0.30mg","2.0mg","9mg","11mg","160mg","1.9mg","24mg","0.8mg","0.17mg","0.10μg","0.03mg","3.38mg","","—","—","—","—"
"531","51","洋姜[菊芋，鬼子姜](鲜)","","","100%","80.8g","309kJ","2.4g","","","1.0g","15.8g","","","","—","0.01mg","0.10mg","1.40mg","5.0mg","23mg","27mg","458mg","11.5mg","24mg","7.2mg","0.34mg","1.30μg","0.19mg","0.21mg","","—","—","—","—"
"532","52","艾蒿","","","100%","86.4g","231kJ","","","","","13.6g","","160.0μg","","—","","","","7.0mg","137mg","60mg","677mg","0.0mg","54mg","7.7mg","0.78mg","","0.28mg","0.84mg","","—","—","—","—"
"533","52","白花菜","","","100%","93.7g","107kJ","","","","","6.3g","","0.0μg","","—","","","","12.0mg","26mg","6mg","152mg","215.7mg","33mg","0.6mg","0.18mg","","0.05mg","6.00mg","","—","—","—","—"
"534","52","白花桔梗","","","100%","80.9g","325kJ","","","","","19.1g","","0.0μg","","—","","","","36.0mg","44mg","106mg","146mg","12.2mg","41mg","3.1mg","0.21mg","","0.05mg","0.02mg","","—","—","—","—"
"535","52","白沙蒿[沙蒿](鲜)","","","100%","84.0g","251kJ","4.3g","0.9g","","2.3g","8.5g","","4400.0μg","","—","0.31mg","","0.80mg","8.0mg","305mg","82mg","","","","16.4mg","","","","","","—","—","—","—"
"536","52","白薯叶[甘薯叶](鲜)","","","100%","84.0g","261kJ","4.8g","0.7g","","1.5g","9.0g","","5968.0μg","","—","0.13mg","0.28mg","1.40mg","56.0mg","174mg","40mg","495mg","41.6mg","66mg","3.4mg","0.32mg","","0.64mg","1.41mg","","—","—","—","—"
"537","52","百里香(鲜)","","","100%","82.8g","292kJ","","","","","17.2g","","3510.0μg","","—","","","","0.0mg","218mg","42mg","470mg","36.4mg","104mg","27.9mg","0.72mg","","1.08mg","0.94mg","","—","—","—","—"
"538","52","败酱[胭脂麻](鲜)","","","100%","79.0g","357kJ","1.5g","1.0g","","1.2g","17.3g","","6020.0μg","","—","","0.16mg","","52.0mg","235mg","113mg","456mg","1.3mg","80mg","3.6mg","1.02mg","","0.50mg","16.41mg","","—","—","—","—"
"539","52","扁蓄菜[竹节草](鲜)","","","100%","79.0g","335kJ","6.0g","0.6g","","2.0g","12.4g","","9550.0μg","","—","","0.58mg","","158.0mg","50mg","47mg","","","","","","","","","","—","—","—","—"
"540","52","朝鲜蓟(鲜)","","","100%","85.4g","239kJ","2.7g","0.2g","","0.8g","10.9g","","80.0μg","","—","0.08mg","0.06mg","0.80mg","11.0mg","255mg","88mg","220mg","164.5mg","47mg","1.6mg","0.44mg","","0.07mg","0.66mg","","—","—","—","—"
"541","52","刺儿菜[小蓟，蓟蓟菜](鲜)","","","100%","87.0g","192kJ","4.5g","0.4g","","2.2g","5.9g","","5990.0μg","","—","0.04mg","0.33mg","2.20mg","44.0mg","252mg","40mg","253mg","0.2mg","36mg","2.3mg","0.24mg","","0.37mg","0.20mg","","—","—","—","—"
"542","52","刺楸(鲜)","","","100%","53.9g","784kJ","","","","","46.1g","","0.0μg","","—","","","","4.0mg","495mg","125mg","1641mg","0.0mg","109mg","6.5mg","1.36mg","","0.65mg","6.13mg","","—","—","—","—"
"543","52","达乌里胡枝子[牛枝子，豆豆苗](鲜)","","","100%","67.0g","549kJ","7.0g","1.0g","","1.9g","23.1g","","","","—","","","","","300mg","61mg","","","","","","","","","","—","—","—","—"
"544","52","大玻璃草叶[大车前](鲜)","","","100%","83.0g","236kJ","4.4g","0.3g","","3.5g","8.8g","","4560.0μg","","—","0.04mg","0.22mg","1.40mg","6.0mg","443mg","64mg","","","","21.9mg","","","","","","—","—","—","—"
"545","52","大巢菜[野苕子，野豌豆](鲜)","","","100%","80.0g","314kJ","3.8g","0.5g","","2.1g","13.6g","","","","—","","","","","270mg","70mg","","","","","","","","","","—","—","—","—"
"546","52","大蓟叶[飞廉叶](鲜)","","","100%","91.0g","171kJ","1.5g","1.4g","","0.6g","5.5g","","3050.0μg","","—","","0.32mg","","31.0mg","","","","","","","","","","","","—","—","—","—"
"547","52","地肤[益明，扫帚苗](鲜)","","","100%","79.0g","295kJ","5.2g","0.8g","","4.6g","10.4g","","5720.0μg","","—","0.15mg","0.31mg","1.60mg","39.0mg","281mg","66mg","702mg","62.4mg","118mg","6.5mg","0.52mg","","0.25mg","0.42mg","","—","—","—","—"
"548","52","地笋[地古牛，地瓜儿苗叶](鲜)","","","100%","79.0g","332kJ","4.3g","0.7g","","2.3g","13.7g","","6330.0μg","","—","0.04mg","0.25mg","1.40mg","7.0mg","297mg","62mg","416mg","","25mg","4.4mg","0.93mg","","0.43mg","0.26mg","","—","—","—","—"
"549","52","豆腐柴(鲜)","","","100%","82.1g","304kJ","","","","","17.9g","","0.0μg","","—","","","","2.0mg","126mg","97mg","444mg","0.0mg","38mg","6.2mg","1.36mg","","0.22mg","12.68mg","","—","—","—","—"
"550","52","独行菜(鲜)","","","100%","86.0g","238kJ","","","","","14.0g","","3930.0μg","","—","","","","55.0mg","188mg","124mg","335mg","120.8mg","42mg","4.7mg","0.90mg","","0.06mg","0.36mg","","—","—","—","—"
"551","52","番杏[夏菠菜，新西兰菠菜]","","","100%","91.4g","146kJ","","","","","8.6g","","2550.0μg","","—","","","","46.0mg","97mg","37mg","221mg","28.0mg","44mg","1.4mg","0.33mg","","0.06mg","0.55mg","","—","—","—","—"
"552","52","槐花[洋槐花，豆槐花](鲜)","","","","78.0g","368kJ","3.1g","0.7g","","1.2g","17.0g","","400.0μg","","—","0.04mg","0.18mg","6.60mg","30.0mg","83mg","69mg","","","","3.6mg","","","","","","—","—","—","—"
"553","52","苦苦菜(鲜)","","","100%","88.2g","191kJ","2.5g","0.9g","","1.6g","6.8g","","2140.0μg","","—","","","","62.0mg","","","","","","","","","","","","—","—","—","—"
"554","52","马齿苋[长寿菜，瓜子菜](鲜)","","","","92.0g","124kJ","2.3g","0.5g","","1.3g","3.9g","","2230.0μg","","—","0.03mg","0.11mg","0.70mg","23.0mg","85mg","56mg","","","","1.5mg","","","","","","—","—","—","—"
"555","52","马兰头[马兰，鸡儿肠，路边菊](鲜)","","","100%","91.4g","134kJ","2.4g","0.4g","","1.2g","4.6g","","2040.0μg","","—","0.06mg","0.13mg","0.80mg","26.0mg","67mg","38mg","285mg","15.2mg","14mg","2.4mg","0.87mg","0.80μg","0.13mg","0.44mg","","—","—","—","—"
"556","52","牛至","","","","82.4g","299kJ","","","","","17.6g","","4110.0μg","","—","","","","43.0mg","218mg","51mg","442mg","16.2mg","66mg","10.7mg","0.89mg","","0.90mg","0.60mg","","—","—","—","—"
"557","52","牛蒡叶(鲜)","","","","87.0g","196kJ","4.7g","0.8g","","2.4g","5.1g","","3900.0μg","","—","0.02mg","0.29mg","1.10mg","25.0mg","242mg","61mg","","","","7.6mg","","","","","","—","—","—","—"
"558","52","球茎茴香","","","","87.7g","209kJ","","","","","12.3g","","0.0μg","","—","","","","12.0mg","71mg","71mg","655mg","77.2mg","31mg","0.9mg","0.37mg","","0.24mg","0.14mg","","—","—","—","—"
"559","52","汤菜(鲜)","","","86%","93.2g","107kJ","1.8g","0.5g","","1.1g","3.4g","","410.0μg","","—","","0.68mg","0.60mg","57.0mg","131mg","27mg","239mg","28.0mg","36mg","5.8mg","0.12mg","","0.13mg","","","—","—","—","—"
"560","52","夏枯草[铁色草](鲜)","","","","81.0g","284kJ","2.5g","0.7g","","3.1g","12.7g","","3760.0μg","","—","","0.21mg","1.20mg","28.0mg","","","","","","","","","","","","—","—","—","—"
"561","52","香椿[香椿芽](鲜)","","","76%","85.2g","229kJ","1.7g","0.4g","","1.8g","10.9g","","700.0μg","","—","0.07mg","0.12mg","0.90mg","40.0mg","96mg","147mg","172mg","4.6mg","36mg","3.9mg","2.25mg","0.40μg","0.09mg","0.35mg","","—","—","—","—"
"562","52","榆钱(鲜)","","","100%","85.2g","226kJ","4.8g","0.4g","","2.0g","7.6g","","730.0μg","","—","0.04mg","0.12mg","0.90mg","11.0mg","62mg","104mg","134mg","0.7mg","47mg","7.9mg","3.27mg","0.40μg","0.24mg","0.78mg","","—","—","—","—"
"563","52","苣荬菜(尖叶)[取荬菜，苦麻子]","","","","88.4g","197kJ","","","","","11.6g","","5440.0μg","","—","","","","33.0mg","218mg","30mg","237mg","7.5mg","52mg","9.7mg","0.49mg","","1.07mg","0.55mg","","—","—","—","—"
"564","52","苜蓿[草头，金花菜]","","","100%","81.8g","289kJ","3.9g","1.0g","","2.4g","10.9g","","2640.0μg","","—","0.10mg","0.73mg","2.20mg","118.0mg","713mg","78mg","497mg","5.8mg","61mg","9.7mg","2.01mg","8.50μg","","0.79mg","","—","—","—","—"
"565","52","荞菜[野荞](鲜)","","","65%","95.6g","65kJ","0.7g","0.2g","","0.8g","2.7g","","290.0μg","","—","0.02mg","0.02mg","1.80mg","5.0mg","89mg","26mg","262mg","109.4mg","9mg","1.1mg","0.42mg","1.50μg","0.05mg","0.19mg","","—","—","—","—"
"566","52","蕨菜[龙头菜，如意菜](鲜)","","","","88.6g","195kJ","1.6g","0.4g","","0.4g","9.0g","","1100.0μg","","—","","","","23.0mg","17mg","50mg","292mg","","30mg","4.2mg","0.60mg","","0.16mg","0.32mg","","—","—","—","—"
"567","52","枸杞菜[枸杞，地骨](鲜)","","","49%","87.8g","212kJ","5.6g","1.1g","","1.0g","4.5g","","3550.0μg","","—","0.08mg","0.32mg","1.30mg","58.0mg","36mg","32mg","170mg","29.8mg","74mg","2.4mg","0.21mg","0.40μg","0.21mg","0.37mg","","—","—","—","—"
"568","52","酢浆草[酸酸草，酸溜溜](鲜)","","","100%","84.0g","282kJ","3.1g","0.5g","","","12.4g","","5240.0μg","","—","0.25mg","0.31mg","","127.0mg","27mg","125mg","","","","5.6mg","","","","","","—","—","—","—"
"569","52","鱼腥草(叶)[蕺菜、臭菜]","","","100%","84.9g","131kJ","2.1g","","—","2.3g","10.7g","9.60g","Tr","0.0μg","—","0.03mg","0.12mg","1.04mg","16.0mg","57mg","31mg","494mg","21.6mg","145mg","2.3mg","0.40mg","1.20μg","0.09mg","1.00mg","—","—","—","—","—"
"570","52","鱼腥草(根)","","","86%","77.4g","261kJ","2.1g","","—","1.0g","19.5g","11.80g","41.0μg","0.0μg","0.30mg","0.09mg","0.06mg","0.78mg","3.0mg","74mg","55mg","469mg","42.4mg","27mg","2.3mg","0.69mg","0.40μg","0.11mg","1.28mg","—","—","—","—","—"
"571","53","草菇[大黑头细花草]","","","100%","92.3g","126kJ","2.7g","0.2g","","0.5g","4.3g","","","","—","0.08mg","0.34mg","8.00mg","","17mg","33mg","179mg","73.0mg","21mg","1.3mg","0.60mg","0.00μg","0.40mg","0.09mg","","—","—","—","—"
"572","53","大红菇(干)[草质红菇]","","","100%","15.5g","1384kJ","24.4g","2.8g","","6.4g","50.9g","","80.0μg","","—","0.26mg","6.90mg","19.50mg","2.0mg","1mg","523mg","228mg","1.7mg","30mg","7.5mg","3.50mg","10.60μg","2.30mg","0.91mg","","—","—","—","—"
"573","53","冬菇(干)[毛柄金线菌]","","","86%","13.4g","1449kJ","17.8g","1.3g","","2.9g","64.6g","","30.0μg","","—","0.17mg","1.40mg","24.40mg","5.0mg","55mg","469mg","1155mg","20.4mg","104mg","10.5mg","4.20mg","7.40μg","0.45mg","5.02mg","","—","—","—","—"
"574","53","黄蘑(干)","","","89%","39.3g","1016kJ","16.4g","1.5g","","2.7g","40.1g","","70.0μg","","—","0.15mg","1.00mg","5.80mg","","11mg","194mg","1953mg","6.1mg","91mg","22.5mg","5.26mg","1.10μg","0.46mg","3.09mg","","—","—","—","—"
"575","53","金针菇[智力菇](鲜)","","","100%","90.2g","158kJ","2.4g","0.4g","","1.0g","6.0g","","30.0μg","","—","0.15mg","0.19mg","4.10mg","2.0mg","","97mg","195mg","4.3mg","17mg","1.4mg","0.39mg","0.30μg","0.14mg","0.10mg","","—","—","—","—"
"576","53","口蘑(白蘑)","","","100%","9.2g","1317kJ","38.7g","3.3g","","17.2g","31.6g","","","","—","0.07mg","0.08mg","44.30mg","","169mg","1655mg","3106mg","5.2mg","167mg","19.4mg","9.04mg","","5.88mg","5.96mg","","—","—","—","—"
"577","53","蘑菇(鲜蘑)","","","99%","92.4g","119kJ","2.7g","0.1g","","0.7g","4.1g","","10.0μg","","—","0.08mg","0.35mg","4.00mg","2.0mg","6mg","94mg","312mg","8.3mg","11mg","1.2mg","0.92mg","0.60μg","0.49mg","0.11mg","","23.5%","3.9%","70.9%","98.3%"
"578","53","蘑菇(干)","","","100%","13.7g","1423kJ","21.0g","4.6g","","8.0g","52.7g","","1640.0μg","","—","0.10mg","1.10mg","30.70mg","5.0mg","127mg","357mg","1225mg","23.3mg","94mg","51.3mg","6.29mg","39.20μg","1.05mg","1.53mg","","23.5%","3.9%","70.9%","98.4%"
"579","53","木耳(干)[黑木耳，云耳]","","","100%","15.5g","1376kJ","12.1g","1.5g","","5.3g","65.6g","","100.0μg","","—","0.17mg","0.44mg","2.50mg","","247mg","292mg","757mg","48.5mg","152mg","97.4mg","3.18mg","3.70μg","0.32mg","8.86mg","","23.1%","32.1%","44.8%","100.0%"
"580","53","木耳(水发)[黑木耳，云耳]","","","100%","91.8g","135kJ","1.5g","0.2g","","0.5g","6.0g","","20.0μg","","—","0.01mg","0.05mg","0.20mg","1.0mg","34mg","12mg","52mg","8.5mg","57mg","5.5mg","0.53mg","0.50μg","0.04mg","0.97mg","","23.1%","32.1%","44.8%","100.0%"
"581","53","平菇[糙皮侧耳，青蘑]","","","93%","92.5g","122kJ","1.9g","0.3g","","0.7g","4.6g","","10.0μg","","—","0.06mg","0.16mg","3.10mg","4.0mg","5mg","86mg","258mg","3.8mg","14mg","1.0mg","0.61mg","1.10μg","0.08mg","0.07mg","","—","—","—","—"
"582","53","普中红蘑(干)","","","100%","12.3g","1326kJ","18.4g","0.7g","","10.5g","58.1g","","","","—","","1.16mg","","","14mg","35mg","169mg","4.3mg","","235.1mg","3.14mg","91.70μg","0.51mg","3.75mg","","—","—","—","—"
"583","53","松蘑(干)[松口蘑，松茸]","","","100%","16.1g","1283kJ","20.3g","3.2g","","12.2g","48.2g","","","","—","0.01mg","1.48mg","","","14mg","50mg","93mg","4.3mg","","86.0mg","6.22mg","98.40μg","10.30mg","1.63mg","","—","—","—","—"
"584","53","香菇[香蕈，冬菇](鲜)","","","100%","91.7g","137kJ","2.2g","0.3g","","0.6g","5.2g","","","","—","","0.08mg","2.00mg","1.0mg","2mg","53mg","20mg","1.4mg","11mg","0.3mg","0.66mg","2.60μg","0.12mg","0.25mg","","—","—","—","—"
"585","53","香菇(干)[香蕈，冬菇]","","","95%","12.3g","1433kJ","20.0g","1.2g","","4.8g","61.7g","","20.0μg","","—","0.19mg","1.26mg","20.50mg","5.0mg","83mg","258mg","464mg","11.2mg","147mg","10.5mg","8.57mg","6.40μg","1.03mg","5.47mg","","13.2%","12.1%","74.5%","99.8%"
"586","53","羊肚菌[干狼肚](干)","","","100%","14.3g","1463kJ","26.9g","7.1g","","8.0g","43.7g","","1070.0μg","","—","0.10mg","2.25mg","8.80mg","3.0mg","87mg","1193mg","1726mg","33.6mg","117mg","30.7mg","12.11mg","4.80μg","2.34mg","2.49mg","","—","—","—","—"
"587","53","银耳(干)[白木耳]","","","96%","14.6g","1366kJ","10.0g","1.4g","","6.7g","67.3g","","50.0μg","","—","0.05mg","0.25mg","5.30mg","","36mg","369mg","1588mg","82.1mg","54mg","4.1mg","3.03mg","3.00μg","0.08mg","0.17mg","","43.9%","54.3%","0.9%","99.1%"
